Country Name,"Series Name","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
United Kingdom,"Patent applications, residents","21423","20624","20426","19178","17833","17484","17375","16523","15985","15490","15343","15370","14972","15196","14867","13876","13301","12865","12061",".."
India,"Gini index (World Bank estimate)","..","..","..","34.4","..","..","..","..","35.4","..","35.7","..","..","..","..","..","..","..","..",".."
India,"Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","..","..","..","39.9","..","..","..","..","32.8","..","22.5","..","..","..","..","..","..","..","..",".."
India,"GDP, PPP (current international $)","2371931984607.47","2501105223095.37","2747800522348.92","3045344755474.08","3389017492184.65","3773022708578.03","4171185449753.47","4383576794711.13","4764254227921.92","5229333741119.76","5618380734786.9","6153155415797.75","6477517561942.86","6781021982581.72","7159798324012.18","7735001687457.93","8276934253114.33","9029375940711.86","9562005607605.22","8975476834845.41"
India,"GDP (current US$)","485441014538.638","514937948870.08","607699285433.872","709148514804.659","820381595512.902","940259888792.141","1216735441524.86","1198895582137.51","1341886602798.69","1675615335600.56","1823049927771.46","1827637859135.7","1856722121394.53","2039127446298.55","2103587813812.75","2294797980509.01","2651472946374.91","2701111782775.03","2870504096717.77","2660245248867.63"
India,"GDP per capita (current US$)","451.572997293746","470.986786810734","546.726613494985","627.774241726543","714.8610153644","806.753280628799","1028.33477194577","998.522341514181","1101.96083821252","1357.5637268318","1458.10406619579","1443.88243476138","1449.61045069641","1573.88564182956","1605.60544457087","1732.55424231659","1980.66701982802","1996.91508739789","2100.75146060805","1927.70782309335"
India,"GDP per capita, PPP (current international $)","2206.44816483846","2287.63002432831","2472.10373642451","2695.89367354208","2953.10925891283","3237.29479935858","3525.31445360065","3650.94294321966","3912.41821142619","4236.74434794867","4493.6694656757","4861.15615236202","5057.23341374821","5233.88234251319","5464.85917800941","5839.86481675337","6182.92210857444","6675.36129410783","6997.86398824082","6503.94805437188"
India,"Life expectancy at birth, total (years)","62.907","63.304","63.699","64.095","64.5","64.918","65.35","65.794","66.244","66.693","67.13","67.545","67.931","68.286","68.607","68.897","69.165","69.416","69.656",".."
India,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
India,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
India,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","26.8885498046875","..","..","..","..","..","..","..","..",".."
India,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","51.4244613647461","..","..","..","..","..","..","..","..",".."
India,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","10.0123796463013","..","..","..","..","..","..","..","..",".."
India,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","37.5658302307129","..","..","..","..","..","..","..","..",".."
India,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","9.13628959655762","..","..","..","..","..","..","..","..",".."
India,"Surface area (sq. km)","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287259","3287259","3287259","3287259","3287259","..",".."
India,"Population, total","1075000094","1093317187","1111523146","1129623466","1147609924","1165486291","1183209471","1200669762","1217726217","1234281163","1250287939","1265780243","1280842119","1295600768","1310152392","1324517250","1338676779","1352642283","1366417756","1380004385"
India,"Gross fixed capital formation (current US$)","145303707587.601","145894922117.254","172190533346.39","217766328831.696","268718756602.129","315785264192.975","435747980743.008","416232080898.212","455592333211.786","556807221591.583","625550709869.265","611106070670.164","581076135091.625","613374369549.716","604426918417.254","646867728339.695","747127182544.694","788429672959.789","825325851552.252","720764598353.655"
India,"Government expenditure on education, total (% of GDP)","..","..","3.61340999603271","3.35254001617432","3.18875002861023","3.14284992218018","..","..","3.27824997901917","3.377690076828","3.79618000984192","3.8675000667572","3.84467005729675","..","3.28572988510132","3.45097994804382","..","..","..",".."
India,"Expenditure on tertiary education (% of government expenditure on education)","..","..","20.08727","20.01232","19.55496","20.28408","..","..","36.45114","36.07652","34.68074","32.1669","28.52687","..","..","..","..","..","..",".."
India,"Expenditure on secondary education (% of government expenditure on education)","..","..","41.66589","41.61946","42.88835","42.50008","..","..","34.91827","36.9852","36.96254","38.7325","41.35294","..","..","..","..","..","..",".."
India,"Expenditure on primary education (% of government expenditure on education)","..","..","36.07693","36.37518","35.58925","35.38399","..","..","26.68135","25.20659","26.54745","27.21284","28.40116","..","..","..","..","..","..",".."
India,"Research and development expenditure (% of GDP)","0.73591","0.72567","0.71929","0.7569","0.82411","0.80473","0.80507","0.85876","0.83314","0.78849","0.75502","0.74399","0.70642","0.70159","0.6931","0.66984","0.66571","0.65282","..",".."
India,"Scientific and technical journal articles","22947.58","24853.47","27295.91","29347.65","33516.09","38515.35","43627.4","48998.11","54797.65","62436.88","74142.9","80493.3","86348.11","96425.77","101813.08","112167.34","121631.31","135787.79","..",".."
India,"Patent applications, residents","2379","2693","3425","4014","4721","5686","6296","6425","7262","8853","8841","9553","10669","12040","12579","13199","14961","16289","19454",".."
France,"Gini index (World Bank estimate)","..","..","31.4","30.6","29.8","29.7","32.4","33","32.7","33.7","33.3","33.1","32.5","32.3","32.7","31.9","31.6","32.4","..",".."
France,"Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","..","..","0.2","0","0","0","0","0","0","0.1","0","0.1","0.1","0","0.1","0.1","0","0","..",".."
France,"GDP, PPP (current international $)","1686718979590.94","1762926373243.27","1753606060052.07","1822232702082.18","1926880446239.76","2065693291963.23","2184319695399.6","2259256991361.58","2243914592231.91","2334676211515.6","2446475413051","2474003939353.38","2608522466158.15","2662033396692.53","2718496736713.76","2864106383742.44","2983008898740.32","3125379876905.32","3300063763854.41","3166261521877.82"
France,"GDP (current US$)","1376465324384.79","1494286655373.61","1840480812641.08","2115742488204.62","2196126103718.44","2318593651988.46","2657213249384.07","2918382891460.38","2690222283967.77","2642609548930.36","2861408170264.6","2683825225092.63","2811077725703.59","2852165760630.27","2438207896251.84","2471285607081.72","2588740901639.81","2789593979064.58","2728870246705.88","2630317731455.26"
France,"GDP per capita (current US$)","22433.5549829528","24177.3355586498","29568.3887998673","33741.2619183406","34760.1850154731","36443.6263055433","41508.4326882318","45334.117956922","41575.4219609625","40638.3352541414","43790.7260166781","40874.7003927338","42592.9353850549","43011.2631028417","36638.184929157","37037.3741861219","38685.2584944953","41572.4850099629","40578.6442850534","39030.3603713482"
France,"GDP per capita, PPP (current international $)","27490.0517282233","28523.8861886505","28172.6956506635","29060.4509858357","30498.5768807102","32468.5415789063","34121.3438805071","35095.2656832956","34678.0623193739","35902.9031102393","37440.6334729758","37679.1189105924","39523.8551519345","40144.0268283679","40849.9973780501","42924.613626021","44577.0645745394","46576.6018489382","49072.3638300842","46983.0419157962"
France,"Life expectancy at birth, total (years)","79.1585365853659","79.2609756097561","79.1146341463415","80.1634146341463","80.1634146341463","80.8121951219512","81.1121951219512","81.2146341463415","81.4146341463415","81.6634146341463","82.1146341463415","81.9682926829268","82.219512195122","82.719512195122","82.3219512195122","82.5731707317073","82.5756097560976","82.7243902439024","82.5780487804878",".."
France,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","0.712890028953552","0.764140009880066","0.804830014705658","0.836380004882813","..","0.846279978752136",".."
France,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","8.35151958465576","8.76731014251709","9.10295963287354","9.49569988250732","..","10.5139303207397",".."
France,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","..","..","..","55.6975784301758","56.5906105041504","..","59.4229507446289","60.3495597839355","60.4208717346191","61.8988800048828","62.7715682983398","63.7497215270996","66.3351593017578","68.5302200317383","69.4374313354492","69.6656265258789","70.0754928588867","..","72.1873474121094",".."
France,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","..","..","..","98.3435821533203","98.6075897216797","..","99.1647415161133","99.2794494628906","98.8655624389648","98.4357376098633","98.4455795288086","98.4509201049805","97.8960494995117","97.5446166992188","97.5224227905273","97.6264724731445","97.5684661865234","..","97.6722869873047",".."
France,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","..","..","..","19.9048099517822","20.637279510498","..","22.6165199279785","23.0357608795166","22.5689392089844","24.5197200775146","25.2229690551758","26.0628604888916","27.3704700469971","28.6629791259766","30.495080947876","29.6249599456787","30.2273502349854","..","32.3046112060547",".."
France,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","..","..","..","74.1402282714844","74.7016830444336","..","76.9348297119141","77.9449081420898","77.9739227294922","79.2164993286133","79.8137283325195","80.487663269043","81.5009994506836","82.6331634521484","83.2034301757813","83.6858291625977","84.2147979736328","..","85.5956573486328",".."
France,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","16.3929500579834","17.6630706787109","17.4036998748779","18.0016708374023","..","19.7005405426025",".."
France,"Surface area (sq. km)","549087","549087","549387","549087","549087","549087","549087","549087","549087","549087","549087","549087","549087","549087","549087","549087","549087","549087","..",".."
France,"Population, total","61357432","61805266","62244880","62704901","63179356","63621376","64016227","64374979","64707035","65027505","65342789","65659814","65998685","66312067","66548272","66724104","66918020","67101930","67248926","67391582"
France,"Gross fixed capital formation (current US$)","296124384787.472","313103707886.317","387142212189.616","452020114228.955","478699166770.302","520540710074.018","616012866137.421","688623114105.757","593664906918.589","584159921654.49","641638464005.41","602736549739.613","619614035449.194","622334976072.325","524197085713.701","539118431277.111","582359141140.998","638611548117.534","640667425639.215","604045843433.465"
France,"Government expenditure on education, total (% of GDP)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","5.45160007476807","5.41316986083984","..",".."
France,"Expenditure on tertiary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
France,"Expenditure on secondary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
France,"Expenditure on primary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
France,"Research and development expenditure (% of GDP)","2.13804","2.17449","2.11994","2.09461","2.05151","2.05094","2.02451","2.06117","2.21207","2.17857","2.19161","2.22707","2.23703","2.27592","2.26703","2.22238","2.20348","2.19294","..",".."
France,"Scientific and technical journal articles","50482.24","51160.55","52176.13","54779.77","59245.82","61833.74","63610.5","66459.77","68273.77","68745.84","70612.25","72628.77","73631.77","73299.07","71925.79","71028.47","70100.94","66352.18","..",".."
France,"Patent applications, residents","13499","13519","13511","14230","14327","14529","14722","14658","14100","14748","14655","14540","14690","14500","14306","14206","14415","14303","14103",".."
Italy,"Gini index (World Bank estimate)","..","..","34.9","34.3","33.8","33.7","32.9","33.8","33.8","34.7","35.1","35.2","34.9","34.7","35.4","35.2","35.9","..","..",".."
Italy,"Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","..","..","0.8","0.6","0.6","0.7","0.7","0.7","0.9","1.3","1.2","1.2","1.4","1.2","1.9","1.6","1.4","..","..",".."
Italy,"GDP, PPP (current international $)","1597196870606.33","1639680554324.34","1673369455669.35","1704871904435.45","1746657911754.7","1886980489571.51","1995154074533.5","2089717925618.93","2044870825840.8","2084101618229.3","2173169963370.93","2172383785077.79","2187377576803.98","2200255257934.9","2240921139199.72","2420671363968.59","2517184209191.25","2600325592797.6","2648041042436.58","2491058669338.13"
Italy,"GDP (current US$)","1167012796420.58","1270712309429.7","1574145823927.77","1803226967966.23","1857524312896.41","1947919708944.93","2210292636189.43","2398856598798.89","2191241872742.43","2134017843247.16","2291991045770.29","2087077032435.15","2141315327318.21","2159133919743.77","1835899237320.04","1875797463583.87","1956950469673.29","2090910879119.33","2009383867307.45","1888709443687.48"
Italy,"GDP per capita (current US$)","20483.2159949974","22270.1441234282","27465.6752987224","31259.7164954309","32043.1403684119","33501.6581673044","37822.6652377427","40778.3427367209","37079.7586704546","36000.5201179254","38599.0622070322","35053.5262442572","35549.9746972954","35518.4152916749","30230.2263021296","30939.7142462298","32326.6742113994","34605.2627252058","33641.6337513622","31714.2209467105"
Italy,"GDP per capita, PPP (current international $)","28033.7358660572","28736.5771073504","29196.9278993071","29554.6890881879","30130.6444569128","32453.5837076357","34141.2007728064","35523.2713104342","34602.8969588528","35158.4418435321","36598.0149693024","36486.2967870302","36314.6971007775","36194.873918843","36899.3852092463","39926.9546628592","41581.120790548","43036.2437770367","44334.2003275855","41828.5540397184"
Italy,"Life expectancy at birth, total (years)","80.1268292682927","80.2292682926829","79.9829268292683","80.7804878048781","80.7829268292683","81.2829268292683","81.4341463414634","81.4853658536585","81.6365853658537","82.0365853658537","82.1878048780488","82.2390243902439","82.690243902439","83.090243902439","82.5439024390244","83.2439024390244","82.9463414634147","83.3463414634146","83.1975609756098",".."
Italy,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.401259988546371"
Italy,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","12.964750289917"
Italy,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","35.4443511962891","..","..","..","40.4973793029785","41.4056587219238","43.0896492004395","43.9995613098145","44.7269515991211","45.5006904602051","46.1607398986816","47.2840003967285","..","48.6404800415039","49.1525802612305","..","..","..","..","52.4560317993164"
Italy,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","92.0568084716797","..","..","..","92.2394104003906","92.5596771240234","92.7186813354492","93.1019134521484","93.4180908203125","93.6998672485352","93.97998046875","94.3895492553711","..","95.0038299560547","95.2694625854492","..","..","..","..","96.7274398803711"
Italy,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","9.35807037353516","..","..","..","10.9038896560669","11.4177103042603","11.9416704177856","12.5561304092407","12.5491895675659","12.7826499938965","12.789529800415","13.5408096313477","..","14.4479999542236","14.9665002822876","..","..","..","..","17.1370296478271"
Italy,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","64.4224166870117","..","..","..","68.7590026855469","69.9742279052734","70.8761367797852","71.9095611572266","72.8498764038086","73.8259963989258","74.7727508544922","75.682258605957","..","77.624397277832","78.4582595825195","..","..","..","..","82.1943817138672"
Italy,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","16.5459804534912"
Italy,"Surface area (sq. km)","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","302070","..",".."
Italy,"Population, total","56974100","57059007","57313203","57685327","57969484","58143979","58438310","58826731","59095365","59277417","59379449","59539717","60233948","60789140","60730582","60627498","60536709","60421760","59729081","59554023"
Italy,"Gross fixed capital formation (current US$)","241817539149.888","271467344249.953","328607900677.201","378030792152.967","395311901504.788","420368335215.155","478761702710.101","510425809286.656","440670047235.343","427320518003.203","451840169887.186","382124174553.299","368404457766.096","361054003429.919","310918109758.147","322093125584.816","342090130964.307","373146819613.031","359971058735.686","335536897286.694"
Italy,"Government expenditure on education, total (% of GDP)","4.65009021759033","4.43240976333618","4.54179000854492","4.38520002365112","4.23829984664917","4.52545022964478","4.10503005981445","4.38794994354248","4.52371978759766","4.33411979675293","4.11568021774292","4.05601978302002","4.14367008209229","4.06127977371216","4.07362985610962","3.81578993797302","4.04493999481201","4.2557201385498","..",".."
Italy,"Expenditure on tertiary education (% of government expenditure on education)","16.35727","18.49989","16.41901","16.91673","17.2388","16.98507","17.67782","18.3255","18.27","18.76402","19.35506","19.26296","19.56552","19.58569","18.59916","19.11673","..","..","..",".."
Italy,"Expenditure on secondary education (% of government expenditure on education)","48.70972","46.091","47.0519","46.0109","46.50051","46.23502","45.0748","44.59292","43.11217","42.93539","42.47051","42.97316","42.70249","42.41115","42.74304","..","..","..","..",".."
Italy,"Expenditure on primary education (% of government expenditure on education)","24.07855","25.81831","25.65385","25.79931","24.57947","25.05577","25.08452","25.23137","25.17905","24.97795","24.72651","23.97914","24.39744","24.48862","24.97218","23.94555","..","..","..",".."
Italy,"Research and development expenditure (% of GDP)","1.0407","1.08124","1.05894","1.05025","1.04435","1.08401","1.12899","1.15972","1.21787","1.21797","1.20155","1.26219","1.30107","1.3384","1.3385","1.36642","1.37013","1.39181","..",".."
Italy,"Scientific and technical journal articles","37370.98","39082.27","42162.94","44344.85","47752.97","50333.06","54056.39","56157.13","58354.93","58650.95","60453.21","64351.57","67591.55","69720.32","70519.39","70534.27","71485.25","71240.28","..",".."
Italy,"Patent applications, residents","..","..","..","..","..","..","9255","8588","8814","8877","8794","8439","8307","8601","..","8848","8643","8921","9229",".."
Canada,"Gini index (World Bank estimate)","..","..","..","33.7","..","..","33.8","..","..","33.6","..","33.5","33.8","33.2","33.7","32.7","33.3","..","..",".."
Canada,"Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","..","..","..","0.2","..","..","0.2","..","..","0.2","..","0.2","0.5","0.2","0.2","0.2","0.2","..","..",".."
Canada,"GDP, PPP (current international $)","937786776176.929","971003788233.131","1023682523002.92","1083609294356.44","1171326187910.13","1241594039979.59","1301593351698.17","1342395839240.43","1307000908301.48","1363577286343.32","1430806739876.64","1468097961846.59","1554125000000","1621395561291.92","1594851775821.65","1678092366067.54","1765762548007.76","1852985933143.48","1853711000627.98","1771473892248.83"
Canada,"GDP (current US$)","738981792355.372","760649334098.005","895540646634.787","1026690238278.25","1173108598778.68","1319264809590.97","1468820407783.26","1552989690721.65","1374625142157.29","1617343367486.26","1793326630174.52","1828366481521.6","1846597421834.98","1805749878439.94","1556508816217.14","1527994741907.43","1649265644244.09","1725329192783.02","1742015045482.31","1645423407568.36"
Canada,"GDP per capita (current US$)","23822.0601178964","24255.3385818322","28300.4630963791","32143.6814078562","36382.5079164537","40504.0607253203","44659.8951408034","46710.5055759013","40876.3101540295","47562.0834253057","52223.696112356","52669.0899632316","52635.1749580433","50955.9983232404","43596.1355365546","42315.6037056806","45129.3564395662","46548.5203600809","46338.3409560127","43294.6481631917"
Canada,"GDP per capita, PPP (current international $)","30230.8029655917","30963.0530022941","32349.9436608677","33925.7067319515","36327.2286544972","38119.4131958397","39575.3097484091","40376.3068799056","38865.4134577266","40099.4482394377","41666.7076267956","42290.9654102745","44298.5787342765","45753.7505547994","44670.0805385838","46472.3402486315","48317.0965785817","49992.6354904724","49309.5008586611","46611.3090055858"
Canada,"Life expectancy at birth, total (years)","79.3390243902439","79.490243902439","79.7414634146342","79.8926829268293","80.1926829268293","80.3439024390244","80.5439024390244","80.6951219512195","80.9951219512195","81.2463414634146","81.4487804878049","81.6487804878049","81.7487804878049","81.8","81.9","81.9","81.9","82.0487804878049","82.0487804878049",".."
Canada,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.946200013160706","..","..","..",".."
Canada,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","7.0987401008606","..","..","..",".."
Canada,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","67.7451324462891","..","..","..","..","79.4033889770508","..","..","..","..","82.7489929199219","..","..","..","..","84.4691925048828","..","..","..",".."
Canada,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Canada,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","55.9819297790527","..","..","..","..","59.640308380127","..","..","..","..","60.4142990112305","..","..","..",".."
Canada,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Canada,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","25.7544403076172","..","..","..",".."
Canada,"Surface area (sq. km)","9879750","9879750","9879750","9879750","9879750","9879750","9879750","9879750","9879750","9879750","9879750","9879750","9879750","9879750","9879750","9879750","9879750","9879750","..",".."
Canada,"Population, total","31020902","31360079","31644028","31940655","32243753","32571174","32889025","33247118","33628895","34004889","34339328","34714222","35082954","35437435","35702908","36109487","36545295","37065178","37593384","38005238"
Canada,"Gross fixed capital formation (current US$)","148917871900.826","151939081118.97","179219184926.129","214317448116.833","256176761841.888","301916431593.794","342807932222.326","364471415182.755","306637214591.899","379448759977.931","421619974885.965","447843495449.785","446640434761.011","440410285521.471","371236410475.862","347960714854.659","374322815203.045","388452812323.677","388086807253.575","382766265639.826"
Canada,"Government expenditure on education, total (% of GDP)","4.95303010940552","4.99308013916016","..","..","4.76588010787964","..","4.7664098739624","4.62612009048462","4.84057998657227","5.356369972229","5.26205015182495","..","..","..","..","..","..","..","..",".."
Canada,"Expenditure on tertiary education (% of government expenditure on education)","..","..","..","..","..","..","36.81221","34.44431","36.06861","35.38945","35.5994","..","..","..","..","..","..","..","..",".."
Canada,"Expenditure on secondary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","26.40425","..","..","..","..","..","..","..","..",".."
Canada,"Expenditure on primary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Canada,"Research and development expenditure (% of GDP)","2.02831","1.97873","1.97478","2.00416","1.97759","1.94872","1.90857","1.8604","1.92227","1.82958","1.79132","1.77232","1.7054","1.71417","1.69324","1.72873","1.66886","1.56287","1.54266",".."
Canada,"Scientific and technical journal articles","33374.29","36153.2","38040.42","41974.14","47256.69","49158.88","52152.72","53295.51","55378.23","56294.52","57594.93","59607.51","59902.46","60774.68","60533.24","60045","60214.84","59967.79","..",".."
Canada,"Patent applications, residents","3963","3959","3929","5231","5183","5522","4998","5061","5067","4550","4754","4709","4567","4198","4277","4078","4053","4349","4238",".."
"Korea, Rep.","Gini index (World Bank estimate)","..","..","..","..","..","31.7","..","32.3","..","32","..","31.6","..","31.2","..","31.4","..","..","..",".."
"Korea, Rep.","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","..","..","..","..","..","0.2","..","0.2","..","0.5","..","0.2","..","0.2","..","0.2","..","..","..",".."
"Korea, Rep.","GDP, PPP (current international $)","934349291854.747","1019446685620.94","1058222737252.78","1143105567943.22","1213618156671.84","1302227991055.99","1414985950534.54","1468996086974.66","1454994406417.93","1572680440074.07","1625275455251.2","1684562928828.18","1726902752731.95","1792600237630.01","1933588947770.48","2026967821102.36","2103651261121.49","2220442287180.66","2225803913777.2","2344337686734.47"
"Korea, Rep.","GDP (current US$)","547658231279.87","627246081417.004","702717332012.991","793175007858.066","934901071332.984","1053216909887.56","1172614086539.86","1047339010225.25","943941876218.743","1144066965324.49","1253223044718.99","1278427634342.59","1370795199976.18","1484318219633.63","1465773245547.15","1500111596236.37","1623901496835.79","1724845615629.26","1651422932447.77","1637895802792.9"
"Korea, Rep.","GDP per capita (current US$)","11561.2483689073","13165.0657360554","14672.8574703505","16496.1200942502","19402.5026259549","21743.4774514254","24086.4104391677","21350.427979823","19143.8516053025","23087.2256438476","25096.2638838239","25466.7605170594","27182.7343101936","29249.5752209742","28732.2310762599","29288.8704389833","31616.8434004683","33422.9442100836","31936.7963534728","31631.4694509866"
"Korea, Rep.","GDP per capita, PPP (current international $)","19724.4259457229","21396.8377455369","22095.870826347","23773.8286536781","25186.8675668092","26884.2673283358","29064.9180846867","29946.0774891302","29508.3815060615","31736.6284370925","32546.7536531234","33557.1287196434","34244.3121393117","35324.4976704773","37902.4004037578","39575.4542830031","40957.4180587145","43026.2963906338","43044.7252005285","45274.4587258181"
"Korea, Rep.","Life expectancy at birth, total (years)","76.4121951219512","76.7658536585366","77.2146341463415","77.6658536585366","78.1682926829268","78.6682926829268","79.119512195122","79.5170731707317","79.9682926829268","80.1170731707317","80.5682926829269","80.819512195122","81.2707317073171","81.7219512195122","82.0243902439024","82.2756097560976","82.6268292682927","82.6268292682927","83.2268292682927",".."
"Korea, Rep.","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","0.578840017318726","..","..","..","..","0.771870017051697","..","..","..","..",".."
"Korea, Rep.","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","3.54324007034302","..","..","..","..","4.44513988494873","..","..","..","..",".."
"Korea, Rep.","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","..","..","..","..","69.2535018920898","..","..","..","66.0361862182617","72.7248001098633","..","..","..","..","76.4498977661133","..","..","..","..",".."
"Korea, Rep.","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","..","..","..","..","93.0696411132813","..","..","..","90.9840087890625","94.3045272827148","..","..","..","..","95.5062866210938","..","..","..","..",".."
"Korea, Rep.","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Korea, Rep.","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","..","..","..","..","80.4800109863281","..","..","..","77.8654174804688","82.9011688232422","..","..","..","..","85.7208404541016","..","..","..","..",".."
"Korea, Rep.","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","24.3577404022217","..","..","..","..","28.6821708679199","..","..","..","..",".."
"Korea, Rep.","Surface area (sq. km)","99540","99590","99600","99620","99650","99680","99720","99830","99900","100030","100030","100150","100266","100280","100295","100339","100360","100370","..",".."
"Korea, Rep.","Population, total","47370164","47644736","47892330","48082519","48184561","48438292","48683638","49054708","49307835","49554112","49936638","50199853","50428893","50746659","51014947","51217803","51361911","51606633","51709098","51780579"
"Korea, Rep.","Gross fixed capital formation (current US$)","168418345610.733","190554316635.894","219699817893.438","246137149442.95","284928368026.808","321161972181.332","353585061962.925","324631887196.795","291367420297.119","345817305488.205","377901096651.325","377829412000.737","398800605999.217","429826162569.395","425229643086.838","445824723762.691","511716482461.546","523932030895.048","496845045404.522","509601311840.096"
"Korea, Rep.","Government expenditure on education, total (% of GDP)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","4.33309984207153","4.32823991775513","4.45807981491089","..",".."
"Korea, Rep.","Expenditure on tertiary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","20.44728","..","..","..",".."
"Korea, Rep.","Expenditure on secondary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","38.67885","..","..","..",".."
"Korea, Rep.","Expenditure on primary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","31.69974","..","..","..",".."
"Korea, Rep.","Research and development expenditure (% of GDP)","2.27865","2.20774","2.27722","2.44214","2.5229","2.71934","2.87258","2.98887","3.14669","3.31578","3.59199","3.8504","3.95124","4.07786","3.9782","3.98704","4.29206","4.52753","..",".."
